EmployeeID,Sum of EnvironmentSatisfaction,JobSatisfaction,ManagerRating,PerformanceID,Sum of RelationshipSatisfaction,Year,Quarter,Month,Day,Sum of SelfRating,Sum of TrainingOpportunitiesTaken,Sum of TrainingOpportunitiesWithinYear,Sum of WorkLifeBalance
D836-B375,5,5,3,PR3545,4,2019,Qtr 4,December,24,3,1,1,3
D836-B375,5,5,3,PR4501,5,2020,Qtr 4,December,23,3,0,2,5
D86B-2E5E,3,2,3,PR2172,3,2018,Qtr 1,March,8,3,2,2,5
D86B-2E5E,3,4,2,PR4749,3,2021,Qtr 1,March,7,3,1,2,5
D86B-2E5E,3,4,3,PR5816,4,2022,Qtr 1,March,7,3,1,1,5
D86B-2E5E,5,4,4,PR3768,5,2020,Qtr 1,March,7,5,0,2,4
D86B-2E5E,5,5,5,PR2909,3,2019,Qtr 1,March,8,5,1,1,3
D871-1F74,3,2,3,PR2641,5,2018,Qtr 4,November,9,3,1,3,3
D871-1F74,4,2,5,PR3462,3,2019,Qtr 4,November,9,5,1,3,2
D871-1F74,1,3,4,PR5447,4,2021,Qtr 4,November,8,5,1,3,3
D871-1F74,3,4,3,PR4407,2,2020,Qtr 4,November,8,3,0,3,4
D871-1F74,3,4,5,PR6561,3,2022,Qtr 4,November,8,5,0,3,1
D871-1F74,5,5,3,PR1930,2,2017,Qtr 4,November,9,3,2,2,5
D8B3-30D2,4,2,3,PR202,3,2014,Qtr 1,February,5,3,2,3,3
D8B3-30D2,5,3,4,PR1458,4,2017,Qtr 1,February,4,4,1,1,4
D8B3-30D2,5,4,2,PR498,2,2015,Qtr 1,February,5,3,0,1,2
D8B3-30D2,4,4,3,PR2090,2,2018,Qtr 1,February,4,4,0,2,5
D8B3-30D2,4,4,3,PR3669,2,2020,Qtr 1,February,4,3,1,3,4
D8B3-30D2,5,4,3,PR918,4,2016,Qtr 1,February,5,4,1,2,3
D8B3-30D2,5,4,4,PR2819,3,2019,Qtr 1,February,4,5,2,1,2
D8B3-30D2,4,4,5,PR5703,5,2022,Qtr 1,February,3,5,1,3,4
D8B3-30D2,5,5,5,PR4641,4,2021,Qtr 1,February,3,5,0,1,2
D8F6-DED3,4,2,2,PR6138,3,2022,Qtr 2,June,8,3,0,3,4
D8FC-E2F7,3,2,3,PR3235,5,2019,Qtr 3,July,18,4,1,2,3
D8FC-E2F7,4,2,4,PR6259,3,2022,Qtr 3,July,17,4,1,1,3
D8FC-E2F7,5,3,3,PR1200,4,2016,Qtr 3,July,18,3,0,2,2
D8FC-E2F7,4,3,3,PR5156,5,2021,Qtr 3,July,17,3,1,1,3
D8FC-E2F7,4,3,5,PR4143,3,2020,Qtr 3,July,17,5,2,2,4
D8FC-E2F7,3,4,3,PR1779,3,2017,Qtr 3,July,18,4,1,1,2
D8FC-E2F7,3,5,3,PR2453,2,2018,Qtr 3,July,18,3,1,2,4
D8FC-E2F7,5,5,3,PR731,5,2015,Qtr 3,July,19,3,0,1,2
D8FC-E2F7,3,5,5,PR369,5,2014,Qtr 3,July,19,5,2,2,4
D906-B674,3,3,4,PR1199,3,2016,Qtr 3,July,17,5,1,2,3
D906-B674,5,3,4,PR3232,5,2019,Qtr 3,July,17,4,0,3,2
D906-B674,4,3,5,PR4140,5,2020,Qtr 3,July,16,5,0,3,4
D906-B674,4,5,3,PR2450,4,2018,Qtr 3,July,17,4,2,3,2
D906-B674,4,5,4,PR1777,5,2017,Qtr 3,July,17,4,2,3,4
D906-B674,4,5,4,PR5152,4,2021,Qtr 3,July,16,5,0,2,4
D906-B674,3,5,4,PR6255,3,2022,Qtr 3,July,16,5,3,3,2
D906-B674,3,5,4,PR730,2,2015,Qtr 3,July,18,4,2,3,3
D906-B674,3,5,5,PR368,5,2014,Qtr 3,July,18,5,1,1,3
D91C-815B,3,2,3,PR1692,5,2017,Qtr 2,May,26,4,0,3,2
D91C-815B,3,2,3,PR6093,1,2022,Qtr 2,May,25,4,0,3,2
D91C-815B,3,3,3,PR1132,5,2016,Qtr 2,May,26,3,0,3,2
D91C-815B,3,3,4,PR148,4,2013,Qtr 2,May,27,5,0,1,5
D91C-815B,4,3,4,PR680,4,2015,Qtr 2,May,27,5,0,2,5
D91C-815B,4,3,5,PR3117,4,2019,Qtr 2,May,26,5,2,1,4
D91C-815B,4,4,4,PR4007,3,2020,Qtr 2,May,25,4,1,3,4
D91C-815B,5,4,5,PR2353,5,2018,Qtr 2,May,26,5,0,3,3
D91C-815B,3,5,4,PR347,2,2014,Qtr 2,May,27,5,0,2,3
D91C-815B,3,5,4,PR5007,4,2021,Qtr 2,May,25,5,0,1,3
D921-AC35,2,1,4,PR4588,4,2021,Qtr 1,January,17,5,1,1,1
D921-AC35,3,2,3,PR2774,3,2019,Qtr 1,January,18,4,2,2,4
D921-AC35,3,3,2,PR5648,2,2022,Qtr 1,January,17,3,2,3,2
D921-AC35,3,4,4,PR2049,4,2018,Qtr 1,January,18,5,0,1,4
D921-AC35,5,4,4,PR3620,2,2020,Qtr 1,January,18,4,3,2,3
D921-AC35,4,5,5,PR1419,2,2017,Qtr 1,January,18,5,0,3,5
D926-DED9,1,2,4,PR4147,3,2020,Qtr 3,July,17,5,2,3,3
D926-DED9,3,3,4,PR2457,3,2018,Qtr 3,July,18,4,1,1,5
D926-DED9,3,3,4,PR5160,4,2021,Qtr 3,July,17,5,1,2,5
D926-DED9,4,4,2,PR1783,4,2017,Qtr 3,July,18,3,3,1,2
D926-DED9,3,4,4,PR6263,1,2022,Qtr 3,July,17,4,0,3,4
D926-DED9,3,5,5,PR3239,4,2019,Qtr 3,July,18,5,1,1,2
D92F-63AD,5,3,4,PR4930,3,2021,Qtr 2,May,1,4,3,1,4
D933-AAC4,1,3,5,PR4822,3,2021,Qtr 1,March,30,5,1,3,4
D933-AAC4,4,5,3,PR5897,4,2022,Qtr 1,March,30,4,2,1,3
D93A-CC98,3,2,3,PR2287,4,2018,Qtr 2,April,28,4,1,1,3
D93A-CC98,4,2,3,PR3036,4,2019,Qtr 2,April,28,3,0,1,5
D93A-CC98,4,2,3,PR306,4,2014,Qtr 2,April,29,3,1,2,2
D93A-CC98,4,3,3,PR1628,4,2017,Qtr 2,April,28,4,0,2,2
D93A-CC98,4,3,5,PR5991,2,2022,Qtr 2,April,27,5,1,1,4
D93A-CC98,5,4,3,PR3917,4,2020,Qtr 2,April,27,4,3,1,4
D93A-CC98,3,4,4,PR4911,1,2021,Qtr 2,April,27,4,1,3,1
D93A-CC98,5,4,4,PR633,2,2015,Qtr 2,April,29,5,2,2,2
D93A-CC98,3,5,2,PR1074,3,2016,Qtr 2,April,28,3,0,1,4
D93A-CC98,4,5,4,PR117,3,2013,Qtr 2,April,29,5,0,1,5
D954-6402,4,3,3,PR2906,5,2019,Qtr 1,March,7,4,1,2,2
D954-6402,5,3,4,PR5812,4,2022,Qtr 1,March,6,5,0,1,5
D954-6402,5,3,5,PR2169,4,2018,Qtr 1,March,7,5,2,3,5
D954-6402,3,3,5,PR981,5,2016,Qtr 1,March,7,5,1,1,2
D954-6402,3,4,2,PR552,3,2015,Qtr 1,March,8,3,3,3,3
D954-6402,3,4,5,PR4744,2,2021,Qtr 1,March,6,5,3,1,1
D954-6402,3,5,2,PR3764,3,2020,Qtr 1,March,6,3,1,2,5
D954-6402,5,5,3,PR1526,5,2017,Qtr 1,March,7,4,0,3,4
D954-6402,3,5,4,PR76,5,2013,Qtr 1,March,8,5,0,2,3
D954-6402,3,5,5,PR243,3,2014,Qtr 1,March,8,5,0,2,4
D962-9E69,5,3,3,PR6451,4,2022,Qtr 3,September,27,4,1,2,4
D970-9F5E,4,2,2,PR2165,5,2018,Qtr 1,March,6,3,1,2,4
D970-9F5E,4,2,3,PR4738,2,2021,Qtr 1,March,5,4,0,2,3
D970-9F5E,4,3,3,PR74,4,2013,Qtr 1,March,7,3,0,2,2
D970-9F5E,3,3,4,PR549,3,2015,Qtr 1,March,7,4,2,2,4
D970-9F5E,4,3,4,PR5806,5,2022,Qtr 1,March,5,4,1,3,2
D970-9F5E,4,3,4,PR978,4,2016,Qtr 1,March,6,4,0,1,4
D970-9F5E,4,4,3,PR3757,5,2020,Qtr 1,March,5,4,1,2,4
D970-9F5E,5,4,4,PR1523,5,2017,Qtr 1,March,6,4,0,1,4
D970-9F5E,3,4,4,PR240,4,2014,Qtr 1,March,7,5,1,1,2
D970-9F5E,4,5,3,PR2900,5,2019,Qtr 1,March,6,4,0,3,3
D9AE-B32C,4,2,4,PR6306,4,2022,Qtr 3,August,2,4,1,2,4
DA17-A31F,2,1,2,PR1791,3,2017,Qtr 3,July,22,3,3,1,2
DA4C-7F2E,3,2,4,PR3074,5,2019,Qtr 2,May,11,5,0,1,4
DA4C-7F2E,5,2,4,PR6034,5,2022,Qtr 2,May,10,5,0,3,5
DA4C-7F2E,5,3,4,PR3958,3,2020,Qtr 2,May,10,5,0,1,4
DA4C-7F2E,3,3,5,PR4954,2,2021,Qtr 2,May,10,5,3,3,3
DA8E-9496,5,2,2,PR84,5,2013,Qtr 1,March,19,3,0,2,5
DA8E-9496,1,2,3,PR1549,4,2017,Qtr 1,March,18,3,1,2,4
DA8E-9496,3,2,3,PR5845,4,2022,Qtr 1,March,17,3,0,3,3
DA8E-9496,4,3,3,PR2195,5,2018,Qtr 1,March,18,4,0,1,3
DA8E-9496,3,3,3,PR2933,3,2019,Qtr 1,March,18,4,1,3,3
DA8E-9496,3,3,5,PR3793,3,2020,Qtr 1,March,17,5,1,3,3
DA8E-9496,4,3,5,PR570,5,2015,Qtr 1,March,19,5,0,1,4
DA8E-9496,3,4,3,PR255,5,2014,Qtr 1,March,19,3,0,3,4
DA8E-9496,5,4,3,PR4777,2,2021,Qtr 1,March,17,4,0,1,5
DA8E-9496,3,5,5,PR1003,4,2016,Qtr 1,March,18,5,0,1,5
DAE0-B44F,3,2,3,PR4361,2,2020,Qtr 4,October,23,4,2,1,3
DAE0-B44F,4,3,4,PR5397,5,2021,Qtr 4,October,23,4,0,1,3
DAE0-B44F,3,4,3,PR3421,4,2019,Qtr 4,October,24,4,2,1,3
DAE0-B44F,4,4,4,PR6514,4,2022,Qtr 4,October,23,5,0,1,4
DB54-E47D,3,2,5,PR5767,4,2022,Qtr 1,February,24,5,2,2,2
DB54-E47D,4,4,3,PR4702,3,2021,Qtr 1,February,24,4,1,2,1
DB6B-88DA,5,3,4,PR4646,2,2021,Qtr 1,February,3,5,0,3,5
DB6B-88DA,2,4,4,PR3674,3,2020,Qtr 1,February,4,5,2,2,1
DB6B-88DA,5,5,4,PR5708,4,2022,Qtr 1,February,3,4,0,3,2
DB6C-3B2F,4,2,3,PR3688,2,2020,Qtr 1,February,11,3,1,1,3
DB6C-3B2F,5,2,4,PR2105,5,2018,Qtr 1,February,11,5,0,2,5
DB6C-3B2F,4,2,4,PR507,5,2015,Qtr 1,February,12,5,0,1,5
DB6C-3B2F,3,2,5,PR207,3,2014,Qtr 1,February,12,5,1,2,3
DB6C-3B2F,3,3,4,PR5724,5,2022,Qtr 1,February,10,5,1,1,2
DB6C-3B2F,4,4,3,PR1470,2,2017,Qtr 1,February,11,3,0,3,2
DB6C-3B2F,4,4,5,PR2836,4,2019,Qtr 1,February,11,5,2,2,4
DB6C-3B2F,4,5,3,PR928,3,2016,Qtr 1,February,12,4,0,2,3
DB6C-3B2F,5,5,5,PR4661,5,2021,Qtr 1,February,10,5,2,1,5
DBF0-2EA3,1,1,5,PR6639,2,2022,Qtr 4,December,7,5,0,3,2
DBF0-2EA3,3,2,4,PR5515,3,2021,Qtr 4,December,7,4,2,2,4
DBF0-2EA3,4,3,4,PR3518,3,2019,Qtr 4,December,8,5,0,1,2
DBF0-2EA3,4,4,5,PR4469,5,2020,Qtr 4,December,7,5,0,1,5
DBF5-E57D,3,2,3,PR5333,3,2021,Qtr 3,September,24,3,0,2,1
DBF5-E57D,5,4,4,PR4304,5,2020,Qtr 3,September,24,5,0,2,2
DBF5-E57D,3,5,2,PR6438,3,2022,Qtr 3,September,24,3,1,1,2
DC67-3B66,4,3,4,PR6142,4,2022,Qtr 2,June,10,5,0,2,5
DC67-3B66,4,4,2,PR3152,5,2019,Qtr 2,June,11,3,1,3,2
DC67-3B66,5,4,3,PR4047,5,2020,Qtr 2,June,10,3,1,2,4
DC67-3B66,4,5,4,PR5050,2,2021,Qtr 2,June,10,4,0,2,4
DCA7-D382,3,3,5,PR4511,3,2020,Qtr 4,December,26,5,1,3,5
DCA7-D382,3,5,3,PR5566,4,2021,Qtr 4,December,26,3,1,2,2
DCA7-D382,3,5,4,PR6694,4,2022,Qtr 4,December,26,4,1,3,3
DCD4-C785,3,2,3,PR2441,3,2018,Qtr 3,July,12,3,1,1,5
DCD4-C785,3,3,3,PR4130,4,2020,Qtr 3,July,11,3,3,3,4
DCD4-C785,4,3,3,PR5141,5,2021,Qtr 3,July,11,4,0,3,2
DCD4-C785,4,4,3,PR3224,3,2019,Qtr 3,July,12,4,3,3,2
DCD4-C785,5,4,3,PR6244,2,2022,Qtr 3,July,11,4,1,3,3
DCD4-C785,5,5,4,PR1770,4,2017,Qtr 3,July,12,4,2,1,5
DCFE-F601,4,2,3,PR4488,5,2020,Qtr 4,December,18,4,1,1,4
DCFE-F601,3,2,4,PR3532,5,2019,Qtr 4,December,19,4,1,2,5
DCFE-F601,5,3,3,PR2703,3,2018,Qtr 4,December,19,3,0,2,5
DCFE-F601,5,4,2,PR1357,3,2016,Qtr 4,December,19,3,1,1,2
DCFE-F601,5,4,4,PR6667,4,2022,Qtr 4,December,18,5,1,1,5
DCFE-F601,3,4,5,PR1985,3,2017,Qtr 4,December,19,5,1,2,2
DCFE-F601,5,5,5,PR5539,4,2021,Qtr 4,December,18,5,1,2,3
DD04-BDF8,4,3,2,PR1570,3,2017,Qtr 1,March,30,3,3,3,4
DD04-BDF8,4,3,5,PR587,4,2015,Qtr 1,March,31,5,2,3,4
DD04-BDF8,4,4,2,PR2220,4,2018,Qtr 1,March,30,3,1,3,2
DD04-BDF8,5,4,3,PR1023,2,2016,Qtr 1,March,30,4,0,2,2
DD1E-583D,4,2,4,PR3825,5,2020,Qtr 1,March,28,5,1,2,2
DD1E-583D,1,2,4,PR5888,2,2022,Qtr 1,March,28,5,1,2,2
DD1E-583D,4,3,4,PR2960,2,2019,Qtr 1,March,29,4,1,1,5
DD1E-583D,5,3,5,PR4814,2,2021,Qtr 1,March,28,5,1,1,2
DD78-E811,4,3,3,PR1916,4,2017,Qtr 4,November,4,4,0,1,2
DD78-E811,4,3,4,PR5427,5,2021,Qtr 4,November,3,4,1,1,4
DD78-E811,3,3,5,PR2626,4,2018,Qtr 4,November,4,5,0,3,4
DD78-E811,4,4,2,PR1302,3,2016,Qtr 4,November,4,3,0,3,3
DD78-E811,5,4,4,PR3446,5,2019,Qtr 4,November,4,4,3,3,5
DD78-E811,5,4,5,PR6542,2,2022,Qtr 4,November,3,5,0,2,3
DD78-E811,5,5,4,PR4390,3,2020,Qtr 4,November,3,4,0,3,4
DDAC-D5FD,3,3,5,PR1339,4,2016,Qtr 4,December,3,5,0,1,2
DDAC-D5FD,5,4,2,PR2679,2,2018,Qtr 4,December,3,3,2,1,3
DDAC-D5FD,3,4,3,PR4457,2,2020,Qtr 4,December,2,3,0,2,4
DDAC-D5FD,5,4,4,PR5504,2,2021,Qtr 4,December,2,4,2,2,4
DDAC-D5FD,4,4,5,PR820,3,2015,Qtr 4,December,4,5,2,3,2
DDAC-D5FD,4,5,2,PR1965,4,2017,Qtr 4,December,3,3,1,1,3
DDAC-D5FD,3,5,2,PR424,4,2014,Qtr 4,December,4,3,1,3,3
DDAC-D5FD,4,5,2,PR6628,2,2022,Qtr 4,December,2,3,1,3,5
DDAC-D5FD,3,5,3,PR3508,3,2019,Qtr 4,December,3,3,2,3,3
DDBF-9C79,4,2,3,PR5037,3,2021,Qtr 2,June,5,4,0,2,4
DDBF-9C79,1,2,4,PR6123,3,2022,Qtr 2,June,5,4,2,1,2
DDBF-9C79,3,2,5,PR3143,5,2019,Qtr 2,June,6,5,1,1,2
DDBF-9C79,3,3,2,PR4036,5,2020,Qtr 2,June,5,3,1,3,2
DDBF-9C79,5,4,3,PR356,2,2014,Qtr 2,June,7,3,2,2,2
DDBF-9C79,5,4,4,PR693,5,2015,Qtr 2,June,7,4,1,2,2
DDBF-9C79,5,5,3,PR2376,3,2018,Qtr 2,June,6,3,1,2,2
DDBF-9C79,5,5,4,PR1151,4,2016,Qtr 2,June,6,5,0,1,5
DDBF-9C79,4,5,4,PR1712,3,2017,Qtr 2,June,6,5,0,1,5
DE22-FB63,5,2,4,PR964,4,2016,Qtr 1,March,1,5,1,3,5
DE22-FB63,5,3,2,PR3736,5,2020,Qtr 1,February,29,3,2,1,3
DE22-FB63,4,3,3,PR231,3,2014,Qtr 1,March,2,3,1,3,3
DE22-FB63,3,4,2,PR1509,3,2017,Qtr 1,March,1,3,2,1,3
DE22-FB63,4,4,2,PR2147,5,2018,Qtr 1,March,1,3,0,1,5
DE22-FB63,5,4,2,PR5780,2,2022,Qtr 1,February,28,3,0,3,2
DE22-FB63,3,4,3,PR4715,4,2021,Qtr 1,February,28,4,1,1,3
DE22-FB63,3,4,5,PR2882,2,2019,Qtr 1,March,1,5,1,2,5
DE22-FB63,4,5,2,PR536,4,2015,Qtr 1,March,2,3,1,3,3
DE6C-86FC,4,2,2,PR1666,4,2017,Qtr 2,May,15,3,0,1,4
DE6C-86FC,4,2,5,PR2326,5,2018,Qtr 2,May,15,5,1,1,2
DE6C-86FC,5,3,4,PR1111,3,2016,Qtr 2,May,15,4,2,1,3
DE6C-86FC,3,3,4,PR3086,4,2019,Qtr 2,May,15,4,0,3,5
DE6C-86FC,5,3,4,PR3972,4,2020,Qtr 2,May,14,4,0,3,4
DE6C-86FC,4,4,2,PR6047,3,2022,Qtr 2,May,14,3,0,3,2
DE6C-86FC,4,4,3,PR4967,4,2021,Qtr 2,May,14,4,0,1,4
DE7D-7757,4,2,4,PR6380,2,2022,Qtr 3,August,29,4,0,3,3
DE7D-7757,3,3,3,PR5274,3,2021,Qtr 3,August,29,4,3,2,5
DE9A-5E67,4,2,2,PR6613,4,2022,Qtr 4,November,25,3,2,3,4
DEB9-1BBF,3,2,2,PR4162,5,2020,Qtr 3,July,23,3,3,3,3
DEB9-1BBF,2,2,4,PR2466,2,2018,Qtr 3,July,24,4,2,1,2
DEB9-1BBF,4,2,4,PR3254,2,2019,Qtr 3,July,24,5,1,2,2
DEB9-1BBF,3,3,3,PR5178,2,2021,Qtr 3,July,23,3,0,2,2
DEB9-1BBF,5,3,3,PR6281,3,2022,Qtr 3,July,23,3,0,1,5
DEB9-1BBF,3,4,5,PR1793,4,2017,Qtr 3,July,24,5,2,2,2
DEBE-1622,4,2,2,PR2360,2,2018,Qtr 2,May,29,3,1,2,5
DEBE-1622,5,2,3,PR151,4,2013,Qtr 2,May,30,3,1,3,2
DEBE-1622,3,2,4,PR1139,3,2016,Qtr 2,May,29,5,0,1,4
DEBE-1622,4,2,4,PR687,2,2015,Qtr 2,May,30,4,1,2,2
DEBE-1622,5,3,3,PR4015,2,2020,Qtr 2,May,28,3,0,1,5
DEBE-1622,5,4,4,PR1699,5,2017,Qtr 2,May,29,4,0,2,4
DEBE-1622,4,4,5,PR6102,3,2022,Qtr 2,May,28,5,1,3,5
DEBE-1622,4,5,3,PR5016,5,2021,Qtr 2,May,28,4,2,2,5
DEBE-1622,4,5,4,PR3124,5,2019,Qtr 2,May,29,5,1,1,2
DEBE-1622,4,5,4,PR352,2,2014,Qtr 2,May,30,5,2,2,5
DEC5-9319,3,2,3,PR3794,3,2020,Qtr 1,March,17,3,1,3,2
DEC5-9319,2,2,4,PR1550,4,2017,Qtr 1,March,18,5,2,2,1
DEC5-9319,3,3,2,PR2196,5,2018,Qtr 1,March,18,3,1,1,5
DEC5-9319,4,3,3,PR5846,4,2022,Qtr 1,March,17,3,0,3,2
DEC5-9319,4,3,4,PR2934,2,2019,Qtr 1,March,18,5,0,3,2
DEC5-9319,3,4,3,PR85,3,2013,Qtr 1,March,19,4,2,3,2
DEC5-9319,3,4,4,PR1004,3,2016,Qtr 1,March,18,4,3,2,2
DEC5-9319,3,4,4,PR256,5,2014,Qtr 1,March,19,4,1,3,3
DEC5-9319,5,5,2,PR4778,2,2021,Qtr 1,March,17,3,2,3,3
DEC5-9319,5,5,3,PR571,2,2015,Qtr 1,March,19,3,0,3,2
DF11-9C46,3,2,2,PR1829,4,2017,Qtr 3,August,18,3,2,1,2
DF11-9C46,1,2,3,PR3311,1,2019,Qtr 3,August,18,4,1,2,1
DF11-9C46,4,2,4,PR5249,5,2021,Qtr 3,August,17,4,1,3,2
DF11-9C46,4,3,3,PR4228,3,2020,Qtr 3,August,17,4,1,3,3
DF11-9C46,4,4,4,PR2513,2,2018,Qtr 3,August,18,5,0,1,4
DF11-9C46,5,5,3,PR1237,4,2016,Qtr 3,August,18,4,1,3,3
DF11-9C46,4,5,4,PR6354,5,2022,Qtr 3,August,17,5,0,2,5
DF5F-5ED9,4,2,3,PR1687,2,2017,Qtr 2,May,23,3,1,1,2
DF5F-5ED9,3,2,4,PR4998,4,2021,Qtr 2,May,22,4,2,2,3
DF5F-5ED9,4,3,3,PR2348,3,2018,Qtr 2,May,23,3,1,2,4
DF5F-5ED9,1,3,5,PR6082,4,2022,Qtr 2,May,22,5,1,3,2
DF5F-5ED9,4,4,3,PR3998,2,2020,Qtr 2,May,22,3,0,2,3
DF5F-5ED9,5,5,3,PR3108,3,2019,Qtr 2,May,23,4,0,3,2
DF63-0D3C,5,2,3,PR5718,2,2022,Qtr 1,February,7,4,3,2,4
DF63-0D3C,4,2,5,PR2830,5,2019,Qtr 1,February,8,5,1,2,4
DF63-0D3C,5,3,3,PR1465,5,2017,Qtr 1,February,8,4,0,1,5
DF63-0D3C,5,3,3,PR2099,2,2018,Qtr 1,February,8,3,1,3,5
DF63-0D3C,5,4,4,PR4655,3,2021,Qtr 1,February,7,4,2,1,2
DF63-0D3C,3,5,4,PR3682,5,2020,Qtr 1,February,8,5,0,3,2
DF71-97FB,4,3,2,PR1381,4,2017,Qtr 1,January,2,3,0,2,4
DF71-97FB,3,3,3,PR2012,3,2018,Qtr 1,January,2,3,2,2,2
DF71-97FB,4,3,4,PR2735,3,2019,Qtr 1,January,2,5,0,3,5
DF71-97FB,3,4,3,PR4533,5,2021,Qtr 1,January,1,3,1,3,4
DF71-97FB,5,5,3,PR5588,5,2022,Qtr 1,January,1,3,2,1,2
DF71-97FB,4,5,5,PR3572,2,2020,Qtr 1,January,2,5,0,2,4
DF7E-3233,3,2,3,PR1861,3,2017,Qtr 3,September,25,3,0,1,5
DF7E-3233,4,2,4,PR5332,2,2021,Qtr 3,September,24,4,1,2,5
DF7E-3233,5,3,4,PR3369,5,2019,Qtr 3,September,25,4,1,2,3
DF7E-3233,3,4,3,PR6437,4,2022,Qtr 3,September,24,3,0,2,3
DF7E-3233,3,4,5,PR4303,3,2020,Qtr 3,September,24,5,2,1,4
DF7E-3233,4,5,5,PR2559,2,2018,Qtr 3,September,25,5,1,1,3
DF94-FD29,5,2,3,PR3528,5,2019,Qtr 4,December,17,4,2,1,5
DF94-FD29,3,2,4,PR834,2,2015,Qtr 4,December,18,4,0,3,3
DF94-FD29,5,2,5,PR4483,5,2020,Qtr 4,December,16,5,1,3,2
DF94-FD29,4,2,5,PR5533,2,2021,Qtr 4,December,16,5,0,3,5
DF94-FD29,5,3,4,PR1354,4,2016,Qtr 4,December,17,5,2,3,2
DF94-FD29,4,3,5,PR2699,5,2018,Qtr 4,December,17,5,3,2,2
DF94-FD29,2,4,3,PR6661,1,2022,Qtr 4,December,16,4,2,3,4
DF94-FD29,4,5,4,PR1982,2,2017,Qtr 4,December,17,5,0,3,2
DF94-FD29,4,5,5,PR432,2,2014,Qtr 4,December,18,5,2,1,3
DFA2-1B8F,3,2,3,PR3234,5,2019,Qtr 3,July,17,4,1,2,2
DFA2-1B8F,3,3,3,PR4142,4,2020,Qtr 3,July,16,3,1,3,3
DFA2-1B8F,4,4,3,PR5154,5,2021,Qtr 3,July,16,3,0,1,3
DFA2-1B8F,5,4,5,PR6257,3,2022,Qtr 3,July,16,5,2,1,2
DFA2-1B8F,5,5,3,PR2452,4,2018,Qtr 3,July,17,3,1,3,3
DFA9-990E,4,2,4,PR1968,4,2017,Qtr 4,December,5,5,1,2,4
DFA9-990E,5,3,3,PR4461,3,2020,Qtr 4,December,4,3,0,1,4
DFA9-990E,5,3,4,PR6632,5,2022,Qtr 4,December,4,4,3,2,2
DFA9-990E,3,4,3,PR3511,4,2019,Qtr 4,December,5,4,2,2,3
DFA9-990E,4,4,4,PR1342,5,2016,Qtr 4,December,5,4,0,2,2
DFA9-990E,4,4,4,PR5508,3,2021,Qtr 4,December,4,4,1,2,5
DFA9-990E,4,5,3,PR2682,3,2018,Qtr 4,December,5,3,0,1,4
DFA9-990E,5,5,4,PR823,5,2015,Qtr 4,December,6,5,2,3,3
DFDC-286C,4,2,3,PR6145,2,2022,Qtr 2,June,12,3,1,1,3
DFDC-286C,3,2,5,PR698,5,2015,Qtr 2,June,14,5,0,3,5
DFDC-286C,4,3,2,PR4049,3,2020,Qtr 2,June,12,3,1,3,5
DFDC-286C,3,3,5,PR3154,4,2019,Qtr 2,June,13,5,1,3,3
DFDC-286C,5,4,3,PR5052,2,2021,Qtr 2,June,12,3,1,3,4
DFDC-286C,3,4,4,PR2385,4,2018,Qtr 2,June,13,4,3,3,5
DFDC-286C,3,4,5,PR1721,4,2017,Qtr 2,June,13,5,0,2,4
DFDC-286C,5,5,5,PR1158,2,2016,Qtr 2,June,13,5,3,3,4
DFDC-286C,4,5,5,PR359,5,2014,Qtr 2,June,14,5,2,1,3
DFE3-6FA7,4,2,2,PR623,4,2015,Qtr 2,April,23,3,2,1,3
DFE3-6FA7,3,2,3,PR4889,2,2021,Qtr 2,April,21,3,1,1,4
DFE3-6FA7,4,3,4,PR2273,5,2018,Qtr 2,April,22,4,2,2,4
DFE3-6FA7,4,3,4,PR5968,4,2022,Qtr 2,April,21,4,0,3,2
DFE3-6FA7,3,4,4,PR109,4,2013,Qtr 2,April,23,4,1,3,2
DFE3-6FA7,3,4,4,PR1618,5,2017,Qtr 2,April,22,5,1,3,4
DFE3-6FA7,3,4,5,PR298,5,2014,Qtr 2,April,23,5,2,3,4
DFE3-6FA7,3,5,2,PR1065,5,2016,Qtr 2,April,22,3,0,3,2
DFE3-6FA7,5,5,3,PR3019,3,2019,Qtr 2,April,22,3,0,3,4
DFE3-6FA7,3,5,3,PR3897,3,2020,Qtr 2,April,21,4,3,1,5
E071-137E,4,2,2,PR590,2,2015,Qtr 2,April,2,3,0,1,4
E099-3FCC,4,2,3,PR4626,4,2021,Qtr 1,January,31,3,1,3,5
E099-3FCC,4,3,3,PR2808,4,2019,Qtr 1,February,1,4,3,3,4
E099-3FCC,3,3,4,PR2079,2,2018,Qtr 1,February,1,5,2,1,3
E099-3FCC,4,4,3,PR3656,3,2020,Qtr 1,February,1,4,1,2,5
E099-3FCC,4,4,4,PR5686,1,2022,Qtr 1,January,31,5,1,3,4
E151-8C7D,4,3,2,PR198,2,2014,Qtr 1,February,4,3,0,1,4
E151-8C7D,4,3,2,PR494,5,2015,Qtr 1,February,4,3,1,1,5
E1B4-9AA1,3,2,3,PR3802,5,2020,Qtr 1,March,21,4,1,3,5
E1B4-9AA1,3,3,2,PR4787,4,2021,Qtr 1,March,21,3,1,3,1
E1B4-9AA1,5,3,4,PR2200,4,2018,Qtr 1,March,22,5,0,1,2
E1B4-9AA1,3,3,4,PR258,5,2014,Qtr 1,March,23,5,3,1,4
E1B4-9AA1,5,3,4,PR2942,5,2019,Qtr 1,March,22,4,1,2,2
